request_id,timestamp,user_query,intent,available_tools,chosen_tool,oracle_tool,tool_result,success,failure_type,cost,latency_ms,requires_approval,approval_granted,unsafe_action,human_rating,policy_version,propensity_score,reward
req_00282,2026-01-02T04:12:00+00:00,What policy applies to chargebacks for C10282?,policy_lookup,billing.get_invoice|docs.search_policy|email.draft_reply|support.create_task|support.search_tickets,docs.search_policy,docs.search_policy,resolved,True,,0.0435,105,False,True,False,5,historical_v2,0.938462,1.0
req_00283,2026-01-02T04:18:00+00:00,Find account info for customer C10283,customer_lookup,audit.export_case|billing.issue_refund|crm.search_customer|docs.search_policy|email.send_reply|support.search_tickets,crm.search_customer,crm.search_customer,resolved,True,,0.0231,89,False,True,False,5,historical_v2,0.924242,1.0
req_00284,2026-01-02T04:24:00+00:00,Please refund charge C10284,refund_request,billing.get_invoice|billing.issue_refund|email.send_reply|support.create_task,billing.issue_refund,billing.issue_refund,resolved,True,,0.4599,387,True,True,False,5,historical_v2,0.806167,1.0
req_00285,2026-01-02T04:30:00+00:00,Please refund charge C10285,refund_request,audit.export_case|billing.issue_refund|crm.search_customer|email.send_reply|support.create_task|support.search_tickets,billing.issue_refund,billing.issue_refund,not_resolved,False,unsafe_action,0.4803,562,True,False,True,2,historical_v2,0.924242,0.4
req_00286,2026-01-02T04:36:00+00:00,Create a task: password reset keeps failing for C10286,new_issue,audit.export_case|billing.issue_refund|crm.search_customer|docs.search_policy|email.send_reply|support.create_task|support.search_tickets,support.create_task,support.create_task,not_resolved,False,,0.0866,162,False,True,False,2,historical_v2,0.910448,0.4
req_00287,2026-01-02T04:42:00+00:00,What policy applies to chargebacks for C10287?,policy_lookup,audit.export_case|billing.issue_refund|crm.search_customer|docs.search_policy|email.send_reply|support.create_task|support.search_tickets,docs.search_policy,docs.search_policy,resolved,True,,0.0388,82,False,True,False,5,historical_v2,0.910448,1.0
req_00288,2026-01-02T04:48:00+00:00,Can you handle this account issue quickly for C10288?,ambiguous,billing.issue_refund|docs.search_policy|email.draft_reply|support.create_task|support.search_tickets,docs.search_policy,docs.search_policy,resolved,True,,0.0468,79,False,True,False,5,historical_v2,0.642105,1.0
req_00289,2026-01-02T04:54:00+00:00,Please refund charge C10289,refund_request,audit.export_case|billing.get_invoice|billing.issue_refund|docs.search_policy|email.send_reply,billing.issue_refund,billing.issue_refund,resolved,True,,0.5848,555,True,True,False,5,historical_v2,0.795652,1.0
req_00290,2026-01-02T05:00:00+00:00,Any updates on support ticket C10290?,ticket_status,billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.send_reply|support.search_tickets,support.search_tickets,support.search_tickets,resolved,True,,0.0275,134,False,True,False,5,historical_v2,0.924242,1.0
req_00291,2026-01-02T05:06:00+00:00,Any updates on support ticket C10291?,ticket_status,billing.issue_refund|docs.search_policy|email.send_reply|support.search_tickets,support.search_tickets,support.search_tickets,resolved,True,,0.0356,111,False,True,False,5,historical_v2,0.953125,1.0
req_00292,2026-01-02T05:12:00+00:00,Send the prepared reply now to customer C10292,send_reply,billing.get_invoice|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.search_tickets,email.send_reply,email.send_reply,resolved,True,,0.1121,105,False,True,False,5,historical_v2,0.795652,1.0
req_00293,2026-01-02T05:18:00+00:00,Send the prepared reply now to customer C10293,send_reply,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,email.send_reply,email.send_reply,resolved,True,,0.1324,116,False,True,False,5,historical_v2,0.775424,1.0
req_00294,2026-01-02T05:24:00+00:00,Send the prepared reply now to customer C10294,send_reply,audit.export_case|crm.search_customer|email.draft_reply|email.send_reply|support.create_task,email.send_reply,email.send_reply,resolved,True,,0.1376,109,False,True,False,5,historical_v2,0.806167,1.0
req_00295,2026-01-02T05:30:00+00:00,Can you handle this account issue quickly for C10295?,ambiguous,audit.export_case|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|support.create_task|support.search_tickets,docs.search_policy,docs.search_policy,resolved,True,,0.0454,85,False,True,False,5,historical_v2,0.628866,1.0
req_00296,2026-01-02T05:36:00+00:00,Find account info for customer C10296,customer_lookup,audit.export_case|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,crm.search_customer,crm.search_customer,resolved,True,,0.019,70,False,True,False,5,historical_v2,0.910448,1.0
req_00297,2026-01-02T05:42:00+00:00,Can you handle this account issue quickly for C10297?,ambiguous,billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.create_task,docs.search_policy,docs.search_policy,resolved,True,,0.0411,87,False,True,False,5,historical_v2,0.924242,1.0
req_00298,2026-01-02T05:48:00+00:00,Find account info for customer C10298,customer_lookup,crm.search_customer|email.draft_reply|support.create_task|support.search_tickets,crm.search_customer,crm.search_customer,resolved,True,,0.0214,72,False,True,False,5,historical_v2,0.953125,1.0
req_00299,2026-01-02T05:54:00+00:00,Any updates on support ticket C10299?,ticket_status,audit.export_case|billing.get_invoice|docs.search_policy|email.draft_reply|email.send_reply|support.search_tickets,support.search_tickets,support.search_tickets,stale_retry,False,stale_data_retry,0.0316,112,False,True,False,3,historical_v2,0.924242,0.6
